split,model,n_train,n_test,r2_baseline,r2_full,delta_r2,mae_baseline,mae_full,delta_mae,rmse_baseline,rmse_full,delta_rmse,rho_baseline,rho_full,delta_rho,ndcg20_baseline,ndcg20_full,delta_ndcg20,p10_baseline,p10_full,delta_p10,alpha_baseline,alpha_full
81,ridge,105,41,0.2638120426055962,0.19927580889928742,-0.06453623370630879,12.560444057134516,12.573656611951087,0.013212554816570687,16.284904481688766,16.983701014839617,0.6987965331508512,0.6613240418118468,0.588850174216028,-0.07247386759581875,0.40075586494692833,0.36363914634771766,-0.037116718599210674,0.6,0.6,0.0,2.976351441631316,2.976351441631316
81,ols,105,41,0.26775985988443096,0.19998072485637364,-0.06777913502805732,12.61983123780523,12.620629036052481,0.0007977982472517908,16.241181783377844,16.976223585002398,0.7350418016245541,0.6634146341463416,0.588850174216028,-0.07456445993031358,0.4024927833715059,0.36363914634771766,-0.038853637023788246,0.6,0.6,0.0,,
82,ridge,105,41,0.5092990270364568,0.47708565222779953,-0.03221337480865727,6.879857909195326,6.810680853366799,-0.06917705582852651,9.490961575058469,9.79753976189422,0.30657818683575044,0.7837979094076657,0.7822299651567945,-0.001567944250871145,0.9541131985458355,0.92474519759792,-0.029368000947915585,0.6,0.6,0.0,6.158482110660261,12.742749857031322
82,ols,105,41,0.5128442917695457,0.49747983110360827,-0.01536446066593744,6.876508609480528,6.629953530714051,-0.24655507876647675,9.456613805690814,9.604582782464908,0.14796897677409326,0.784494773519164,0.7827526132404182,-0.0017421602787457413,0.9541324599612547,0.9247807372029125,-0.02935172275834219,0.7,0.6,-0.09999999999999998,,
83,ridge,116,30,-0.2749019076865258,-0.2584204293513772,0.01648147833514857,9.294414743443316,8.928351238695708,-0.36606350474760774,10.860830406490873,10.790399563851464,-0.07043084263940891,0.5897664071190212,0.5359288097886541,-0.05383759733036708,0.9252473654149885,0.6290797336285922,-0.2961676317863964,0.7,0.7,0.0,6.158482110660261,6.158482110660261
83,ols,116,30,-0.34406245205283903,-0.32600241931819807,0.018060032734640963,9.596473315884122,9.251412074101173,-0.3450612417829486,11.151527791497072,11.076353428074569,-0.07517436342250328,0.6013348164627365,0.546607341490545,-0.05472747497219144,0.9256224949068202,0.6302031936596023,-0.29541930124721794,0.7,0.7,0.0,,
84,ridge,116,30,0.4719153392405796,0.49978278933714537,0.02786745009656577,5.649444143362643,5.172019413135411,-0.47742473022723164,7.274086632407469,7.079555777687562,-0.19453085471990672,0.696106785317019,0.6823136818687431,-0.01379310344827589,0.9061051604518681,0.9199836545733016,0.013878494121433493,0.9,0.9,0.0,6.158482110660261,12.742749857031322
84,ols,116,30,0.43596126508173516,0.4552311581380073,0.019269893056272136,5.899538216922619,5.551665444039446,-0.3478727728831732,7.517633646712589,7.3881009805156985,-0.12953266619689074,0.6934371523915461,0.6720800889877642,-0.021357063403781962,0.9061018202241,0.9134673893121972,0.007365569088097157,0.9,0.8,-0.09999999999999998,,
85,ridge,93,53,0.16464606948323246,0.1273074907565227,-0.03733857872670976,11.757950670809782,11.868651429807196,0.11070075899741383,16.82823302621406,17.200215220328456,0.3719821941143948,0.7943880019351718,0.7916465086276406,-0.002741493307531151,0.41820751021302377,0.4159917563816029,-0.0022157538314208636,0.6,0.6,0.0,6.158482110660261,12.742749857031322
85,ols,93,53,0.19289346592778855,0.16614978160312555,-0.02674368432466301,11.675815252518644,11.664554321463962,-0.011260931054682288,16.54126383034367,16.813080038342406,0.27181620799873585,0.7945492662473793,0.7972101273988066,0.002660861151427274,0.4182078298051226,0.41228634006016396,-0.005921489744958652,0.6,0.7,0.09999999999999998,,
86,ridge,119,27,-0.10764950850509658,0.03874990714963367,0.14639941565473025,6.526114569994299,5.936985435154474,-0.5891291348398244,8.454924011802218,7.876381194008797,-0.5785428177934211,0.6385836385836385,0.5976800976800977,-0.04090354090354087,0.6206576419921968,0.6197779210443175,-0.0008797209478792478,0.7,0.7,0.0,6.158482110660261,12.742749857031322
86,ols,119,27,-0.20041705202821003,-0.1252761864981935,0.07514086553001653,6.778774166088905,6.447327201167204,-0.33144696492170045,8.801863053647462,8.521932566301393,-0.2799304873460695,0.6391941391941393,0.5964590964590964,-0.042735042735042805,0.6348902755111812,0.6340492056901003,-0.0008410698210808976,0.7,0.7,0.0,,
87,ridge,105,41,0.2930856617769352,0.19762230094702204,-0.09546336082991314,11.961571370147071,12.137704594632313,0.17613322448524116,16.576563614373004,17.660399928959365,1.0838363145863603,0.776480836236934,0.7259581881533103,-0.05052264808362372,0.4317960788719786,0.4012647349447552,-0.030531343927223398,0.6,0.6,0.0,6.158482110660261,6.158482110660261
87,ols,105,41,0.31109967221609636,0.20416199666819312,-0.10693767554790323,11.958958094902458,12.150394852430802,0.19143675752834355,16.363993754868257,17.588283059538572,1.2242893046703145,0.7721254355400698,0.7162020905923346,-0.05592334494773521,0.42018980736631817,0.4012530107198504,-0.018936796646467746,0.6,0.6,0.0,,
88,ridge,125,21,-0.6635948714553612,-0.6224095737651065,0.041185297690254696,9.325494934284361,9.394278698675853,0.06878376439149214,12.03761374846721,11.887673479943004,-0.1499402685242064,0.3818181818181818,0.3974025974025974,0.015584415584415645,0.8908734994898521,0.8909579519422117,8.445245235966237e-05,0.4,0.5,0.09999999999999998,6.158482110660261,6.158482110660261
88,ols,125,21,-0.7458366187080947,-0.7026322713396487,0.04320434736844603,9.51034208268188,9.549702955590758,0.03936087290887791,12.331571257498233,12.178030232912542,-0.15354102458569052,0.3844155844155844,0.40129870129870127,0.01688311688311689,0.8909066291693317,0.8909579868977666,5.135772843489761e-05,0.4,0.5,0.09999999999999998,,
89,ridge,116,30,-0.17362783169232077,-0.22839349399465836,-0.05476566230233759,5.786677424395853,5.917115257434988,0.13043783303913514,7.521585630162896,7.695076788463441,0.1734911583005445,0.3913236929922136,0.39265850945494996,0.0013348164627363657,0.6235653769119672,0.6345052741847648,0.010939897272797539,0.6,0.7,0.09999999999999998,6.158482110660261,12.742749857031322
89,ols,116,30,-0.20414155578220017,-0.2739739413013318,-0.06983238551913162,5.904334334155378,6.020255035076224,0.11592070092084672,7.618736903303866,7.836542198611289,0.2178052953074232,0.3890989988876529,0.38331479421579534,-0.005784204671857585,0.6291059717954658,0.6344807232544939,0.005374751459028104,0.6,0.7,0.09999999999999998,,
90,ridge,120,26,-0.42923058922955537,-0.5731697025492124,-0.14393911331965703,7.661718872665744,8.189608563946448,0.5278896912807047,9.702894137042426,10.179769130293701,0.47687499325127547,0.2916239316239316,0.2492307692307692,-0.042393162393162376,0.5376358363824748,0.5339176103631864,-0.0037182260192883954,0.5,0.5,0.0,6.158482110660261,12.742749857031322
90,ols,120,26,-0.49526833495970424,-0.6787233418861411,-0.1834550069264369,7.85832110554122,8.446358457509051,0.5880373519678308,9.924524540259702,10.515736769802482,0.59121222954278,0.30529914529914526,0.26495726495726496,-0.0403418803418803,0.5376289816491168,0.5339477012639496,-0.0036812803851671294,0.5,0.5,0.0,,
91,ridge,126,20,-0.1368289327983978,-0.08835046246062195,0.04847847033777586,8.896685743631924,8.704000764128093,-0.1926849795038308,12.199532214255049,11.936582450004995,-0.26294976425005423,0.45112781954887216,0.43458646616541347,-0.01654135338345869,0.5262932166931384,0.5262910035337341,-2.2131594042962277e-06,0.7,0.7,0.0,2.976351441631316,6.158482110660261
91,ols,126,20,-0.17505431704452756,-0.15352239248122324,0.021531924563304328,9.048651786123806,8.962769981201696,-0.08588180492210995,12.402938502279861,12.28877616855447,-0.11416233372539075,0.45112781954887216,0.43458646616541347,-0.01654135338345869,0.5262932166931384,0.5262910035337341,-2.2131594042962277e-06,0.7,0.7,0.0,,
92,ridge,124,22,0.41327187805499666,0.47210858570570635,0.058836707650709696,6.300346099185275,6.05133837574105,-0.24900772344422517,8.360880978612528,7.930597123117485,-0.430283855495043,0.7052512704686619,0.707509881422925,0.0022586109542631627,0.9219611318171935,0.9219716736536749,1.0541836481414713e-05,0.7,0.7,0.0,6.158482110660261,12.742749857031322
92,ols,124,22,0.3895009237213354,0.42728876511588465,0.03778784139454927,6.4224690940512605,6.313115898518145,-0.10935319553311551,8.528567565707293,8.260406888822615,-0.26816067688467804,0.6950875211744778,0.6928289102202146,-0.0022586109542631627,0.921948315925603,0.9219474697426867,-8.461829162920154e-07,0.6,0.6,0.0,,
93,ridge,103,43,0.3218371792548802,0.23634484228466723,-0.08549233697021297,10.845904881751563,10.892557192392776,0.046652310641212225,15.723252754351428,16.684917063582684,0.9616643092312565,0.7896405919661733,0.7485653881002718,-0.041075203865901466,0.39889844050531253,0.38521530602697246,-0.013683134478340075,0.7,0.6,-0.09999999999999998,6.158482110660261,6.158482110660261
93,ols,103,43,0.34065472219616977,0.24045948352465296,-0.1001952386715168,10.796963050575783,10.86268601483346,0.06572296425767732,15.503575110629049,16.63990645016822,1.1363313395391703,0.7885835095137421,0.746602234974328,-0.04198127453941414,0.3986815616088154,0.38144485809989,-0.01723670350892542,0.7,0.6,-0.09999999999999998,,
94,ridge,107,39,0.4550499816882896,0.41401138364418655,-0.041038598044103036,7.164956716672595,7.155105696934261,-0.00985101973833391,9.443804796841672,9.792943650719554,0.3491388538778821,0.657085020242915,0.6453441295546559,-0.01174089068825912,0.907370970566666,0.8771337768243609,-0.030237193742305157,0.8,0.8,0.0,6.158482110660261,12.742749857031322
94,ols,107,39,0.43291163003380595,0.38361815928778087,-0.04929347074602508,7.40830458793948,7.540820790463822,0.13251620252434115,9.633720369904376,10.043696566227139,0.40997619632276283,0.6574898785425102,0.645748987854251,-0.01174089068825912,0.907370970566666,0.8771337768243609,-0.030237193742305157,0.8,0.8,0.0,,
95,ridge,92,54,0.30816174416039055,0.32120523587397576,0.013043491713585209,11.108675264659306,11.132667372595952,0.02399210793664608,15.460993850884165,15.314554326029493,-0.1464395248546726,0.7477415666094911,0.7558223746902991,0.008080808080808022,0.4092604695877422,0.41396523455766315,0.004704764969920949,0.6,0.6,0.0,6.158482110660261,6.158482110660261
95,ols,92,54,0.33076981145730844,0.3384176307883897,0.007647819331081274,11.054357559989738,11.069655664111101,0.015298104121363565,15.206276483455095,15.119139787055701,-0.08713669639939425,0.7546788641128263,0.7571183533447683,0.002439489231942038,0.41090511332310853,0.4113749818758702,0.0004698685527616542,0.6,0.6,0.0,,
96,ridge,118,28,-42.01854623856272,-40.76762549533053,1.250920743232193,7.948170438296692,7.925925656889196,-0.02224478140749575,10.567378943774326,10.412602979813922,-0.15477596396040383,0.29885057471264365,0.30706075533661736,0.008210180623973717,0.585962659900847,0.5847493117228978,-0.0012133481779491584,0.5,0.5,0.0,6.158482110660261,6.158482110660261
96,ols,118,28,-45.29886574944239,-43.845102822546934,1.4537629268954575,8.318978035723378,8.31994461370269,0.0009665779793124329,10.962878282419368,10.789390916472918,-0.17348736594644976,0.29994526546250677,0.30815544608648054,0.008210180623973773,0.5860986709001941,0.5848707468029248,-0.0012279240972692396,0.5,0.5,0.0,,
97,ridge,101,45,0.31101782737101913,0.2660055651666636,-0.0450122622043555,11.385769037217493,11.462756790782095,0.07698775356460175,15.98601864628661,16.499952971971073,0.5139343256844633,0.7815546772068509,0.784189723320158,0.0026350461133071157,0.43164030427851907,0.411370713026007,-0.020269591252512098,0.6,0.6,0.0,6.158482110660261,12.742749857031322
97,ols,101,45,0.32861876589718075,0.2643924606924317,-0.06422630520474903,11.33448380615512,11.430176848943868,0.09569304278874746,15.780505897116269,16.51807404968426,0.7375681525679898,0.7802371541501976,0.7376811594202898,-0.04255599472990779,0.4316784164913816,0.4076568572547954,-0.02402155923658622,0.6,0.6,0.0,,
98,ridge,103,43,0.3271496565988966,0.2813933023763441,-0.04575635422255253,11.070169599581833,11.116464073089233,0.046294473507400014,15.28120429916405,15.792248640066246,0.5110443409021954,0.7213832678948958,0.7000906070673513,-0.02129266082754455,0.42455576666087896,0.39899302509632856,-0.025562741564550406,0.7,0.7,0.0,6.158482110660261,6.158482110660261
98,ols,103,43,0.3397911856444715,0.28826856812218726,-0.051522617522284264,11.152131029553276,11.2173029571669,0.06517192761362445,15.13697180204999,15.716520946355054,0.579549144305064,0.7215342796738146,0.6880096647538507,-0.033524614919963835,0.42455576666088846,0.39048365433276644,-0.03407211232812202,0.7,0.6,-0.09999999999999998,,
99,ridge,120,26,-0.28461684460781456,-0.2989590667984754,-0.014342222190660836,9.270130821099032,9.213565451294224,-0.056565369804808086,11.906773526470715,11.973056166063722,0.06628263959300718,0.4776068376068376,0.44,-0.037606837606837584,0.4237450330674609,0.40731960426663383,-0.01642542880082709,0.6,0.6,0.0,6.158482110660261,12.742749857031322
99,ols,120,26,-0.31669956612390315,-0.3645825495097679,-0.04788298338586472,9.358906507410783,9.442453670058434,0.08354716264765116,12.05453974460345,12.271769618505603,0.21722987390215387,0.4878632478632478,0.44957264957264953,-0.03829059829059828,0.4237619751074424,0.4215519357732216,-0.0022100393342208147,0.6,0.6,0.0,,
